business_id,restaurant,bar,shopping_mall,food,cafe,grocery_or_supermarket,movie_theater,lodging,night_club,parking,bus_station,subway_station,transit_station,university,school,restaurant_min,restaurant_avg,restaurant_max,bar_min,bar_avg,bar_max,food_min,food_avg,food_max,cafe_min,cafe_avg,cafe_max,movie_theater_min,movie_theater_avg,movie_theater_max,lodging_min,lodging_avg,lodging_max,night_club_min,night_club_avg,night_club_max
0vYp6ITH7FsBtlpFcWTdRA,1,0,0,4,0,0,0,0,0,0,5,0,5,0,2,4.1,4.1,4.1,-1,-1,-1,4.1,4.1,4.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
cvb__rYMkj4BMhC3p_FB3Q,19,3,1,23,2,0,0,0,1,0,6,0,6,2,7,2.7,3.6933333333333334,4.7,3.4,3.95,4.5,2.7,3.70625,4.7,2.7,3.4,4.1,-1,-1,-1,-1,-1,-1,-1,-1,-1
VpSiOW1PapVmZyyRBK_GBQ,12,4,0,20,0,0,0,0,1,0,6,0,6,0,2,3.8,4.185714285714286,4.5,3.8,4.275,4.5,2.4,4.066666666666666,4.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.5,4.5,4.5
Upru5VE0jZ81ZQVVNCK_uA,15,2,1,23,1,4,0,1,1,1,9,0,9,0,2,2.8,3.483333333333333,4.3,3.9,4.0,4.1,2.8,3.471428571428571,4.3,3.5,3.5,3.5,-1,-1,-1,-1,-1,-1,3.9,3.9,3.9
oc0Wl6ktfMLb5VZ2Uz6M2A,12,4,0,20,0,0,0,0,1,0,6,0,6,0,2,3.8,4.185714285714286,4.5,3.8,4.275,4.5,2.4,4.066666666666666,4.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.5,4.5,4.5
e_kbfiEZ87L-ZryMZxvJkA,15,3,0,23,5,0,0,0,1,0,6,0,6,0,2,3.7,4.2,4.7,4,4.2,4.6,3.7,4.22,4.7,4.3,4.4,4.5,-1,-1,-1,-1,-1,-1,4,4,4
_ODHYjCmrb3W9hIGJI1uaA,8,0,0,11,1,0,0,0,0,1,10,0,10,0,0,2.8,3.9,4.7,-1,-1,-1,2.8,3.9,4.7,4.7,4.7,4.7,-1,-1,-1,-1,-1,-1,-1,-1,-1
CvJNcUtmNubDF8UmuduNXg,21,5,3,25,2,1,0,1,1,0,6,0,6,2,7,2.7,3.735294117647059,4.7,3.4,4.066666666666667,4.5,2.1,3.6578947368421053,4.7,2.7,3.4,4.1,-1,-1,-1,-1,-1,-1,-1,-1,-1
y-uHaMLLWQydSyWJawLIUw,20,5,3,24,2,1,0,1,1,0,5,0,5,0,4,2.2,3.65,4.7,3.4,4.066666666666667,4.5,2.1,3.577777777777778,4.7,2.7,3.4,4.1,-1,-1,-1,-1,-1,-1,-1,-1,-1
nLpV9fo8xml-QHOKyOje2A,20,5,3,24,2,1,0,1,1,0,5,0,5,0,4,2.2,3.65,4.7,3.4,4.066666666666667,4.5,2.1,3.577777777777778,4.7,2.7,3.4,4.1,-1,-1,-1,-1,-1,-1,-1,-1,-1
JobP0ghILdh8S8l-LhHHxQ,21,5,3,25,2,1,0,1,1,0,6,0,6,2,7,2.7,3.735294117647059,4.7,3.4,4.066666666666667,4.5,2.1,3.6578947368421053,4.7,2.7,3.4,4.1,-1,-1,-1,-1,-1,-1,-1,-1,-1
GSsq_y2PfYBzn51gAG_c7Q,19,2,1,25,2,2,0,1,0,0,8,0,8,0,2,3.2,3.9916666666666667,4.6,-1,-1,-1,3.2,4.05,4.9,3.9,3.9,3.9,-1,-1,-1,3.3,3.3,3.3,-1,-1,-1
fhLb0v5NBj93D7PLQpFXfQ,6,4,0,13,2,3,0,0,0,0,3,0,3,0,1,3.7,4.0600000000000005,4.4,3.7,4.033333333333334,4.4,3.7,4.1625000000000005,4.8,4.5,4.5,4.5,-1,-1,-1,-1,-1,-1,-1,-1,-1
9Dj2we91vaYDVhfq6t-Luw,17,2,0,28,5,2,0,1,1,0,12,0,12,0,2,2.2,3.3357142857142863,4.7,2.8,3.4499999999999997,4.1,2.2,3.4529411764705884,5,3.5,4.25,5,-1,-1,-1,3.8,3.8,3.8,4.1,4.1,4.1
XTtNevBI5G5x_GjFqSBMpA,12,4,0,20,0,0,0,0,1,0,6,0,6,0,2,3.8,4.185714285714286,4.5,3.8,4.275,4.5,2.4,4.066666666666666,4.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.5,4.5,4.5
edjCywtqffQ8__vM7POZbw,15,5,0,24,1,2,0,0,0,1,11,0,11,0,4,3.3,3.875,4.5,3.6,4.125,4.5,3.3,3.914285714285714,4.5,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1
hLAWdi804nVfTLF7T0rB1Q,8,0,0,12,1,0,0,0,0,1,11,0,11,0,0,2.8,3.9,4.7,-1,-1,-1,2.8,3.9111111111111114,4.7,4.7,4.7,4.7,-1,-1,-1,-1,-1,-1,-1,-1,-1
K2_Hmmo5crTYWiT_1sWnfQ,18,2,0,29,5,2,0,0,1,0,12,0,12,2,4,2.2,3.400000000000001,4.7,2.8,3.4499999999999997,4.1,2.2,3.5058823529411764,5,3.5,4.25,5,-1,-1,-1,-1,-1,-1,4.1,4.1,4.1
ejfy33R1avFm7oygL34uQg,18,2,0,29,5,2,0,1,1,0,11,0,11,0,2,2.2,3.400000000000001,4.7,2.8,3.4499999999999997,4.1,2.2,3.5058823529411764,5,3.5,4.25,5,-1,-1,-1,3.8,3.8,3.8,4.1,4.1,4.1
T-FM14EE1tt-94eONQEaVA,20,3,1,25,2,0,0,0,1,0,5,0,5,2,8,2.7,3.74375,4.7,3.4,3.95,4.5,2.7,3.7529411764705882,4.7,2.7,3.4,4.1,-1,-1,-1,-1,-1,-1,-1,-1,-1
OuRFI9c8s73i9whoTApxdQ,12,4,0,20,0,0,0,0,1,0,5,0,5,0,2,3.8,4.185714285714286,4.5,3.8,4.275,4.5,2.4,4.066666666666666,4.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.5,4.5,4.5
j0Uc-GuOe-x9_N_IK1KPpA,19,9,0,30,7,0,0,0,2,0,5,0,5,0,2,2.7,4.16,4.6,3.4,4.155555555555555,4.8,2.7,4.166666666666667,4.6,3.9,4.35,4.6,-1,-1,-1,-1,-1,-1,4.2,4.5,4.8
fVgrpVyp-nPLTac9YIjTug,2,2,0,2,0,0,0,2,1,0,6,0,6,0,0,3.6,4.05,4.5,3.6,3.6,3.6,3.6,4.05,4.5,-1,-1,-1,-1,-1,-1,4.5,4.5,4.5,-1,-1,-1
5Js9G0axfWhbYlB9UgXLww,15,6,0,22,1,2,0,0,0,1,12,0,12,0,5,3.3,3.875,4.5,3.6,4.125,4.5,3.3,3.914285714285714,4.5,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1
N-gqIeVDebI3qgwxf1jMcw,8,0,0,11,1,0,0,0,0,1,12,0,12,0,0,2.8,3.9,4.7,-1,-1,-1,2.8,3.9,4.7,4.7,4.7,4.7,-1,-1,-1,-1,-1,-1,-1,-1,-1
2dJ_UPPCpcjo5JeYPnjaYw,18,2,0,29,5,2,0,0,1,0,10,0,10,0,1,2.2,3.400000000000001,4.7,2.8,3.4499999999999997,4.1,2.2,3.5058823529411764,5,3.5,4.25,5,-1,-1,-1,-1,-1,-1,4.1,4.1,4.1
a7OF5WBirAFlVH7Xp1885g,6,4,0,13,2,3,0,0,0,0,4,0,4,0,3,3.7,4.0600000000000005,4.4,3.7,4.033333333333334,4.4,3.7,4.1625000000000005,4.8,4.5,4.5,4.5,-1,-1,-1,-1,-1,-1,-1,-1,-1
bsEJKduEgoBhNNNHO4ZHEw,4,1,0,5,1,1,0,1,0,0,0,0,0,0,0,4.3,4.333333333333333,4.4,4.3,4.3,4.3,4.3,4.333333333333333,4.4,4.4,4.4,4.4,-1,-1,-1,-1,-1,-1,-1,-1,-1
2gMx4KnXbNtpoCuVCmyo3g,16,2,0,25,4,2,0,1,1,0,11,0,11,0,1,2.2,3.423076923076924,4.7,2.8,3.4499999999999997,4.1,2.2,3.533333333333333,5,5,5,5,-1,-1,-1,3.8,3.8,3.8,4.1,4.1,4.1
S8R5c7-plWe3NtmijYAJvg,17,6,0,28,1,2,0,0,1,1,10,0,10,0,4,3.3,3.942857142857143,4.7,3.6,4.1,4.5,3.3,3.9823529411764707,4.7,4,4,4,-1,-1,-1,-1,-1,-1,4,4,4
Mb46iSlA4qmTwXf-WrqtQA,17,9,0,25,6,0,0,0,2,0,5,0,5,0,1,2.7,4.128571428571428,4.6,3.4,4.155555555555555,4.8,2.7,4.13125,4.6,3.9,4.359999999999999,4.6,-1,-1,-1,-1,-1,-1,4.2,4.5,4.8
R8VwdLyvsp9iybNqRvm94g,4,1,0,5,1,1,0,1,0,0,0,0,0,0,0,4.3,4.333333333333333,4.4,4.3,4.3,4.3,4.3,4.333333333333333,4.4,4.4,4.4,4.4,-1,-1,-1,-1,-1,-1,-1,-1,-1
SDwYQ6eSu1htn8vHWv128g,4,1,0,5,1,1,0,0,0,0,0,0,0,0,0,4.3,4.333333333333333,4.4,4.3,4.3,4.3,4.3,4.333333333333333,4.4,4.4,4.4,4.4,-1,-1,-1,-1,-1,-1,-1,-1,-1
7UTlEVHU5v2xBLdkGghyzQ,8,0,0,11,1,0,0,0,0,1,11,0,11,0,0,2.8,3.9,4.7,-1,-1,-1,2.8,3.9,4.7,4.7,4.7,4.7,-1,-1,-1,-1,-1,-1,-1,-1,-1
5WQhLNpG6xZryVCla4gMRA,19,2,0,31,5,2,0,1,1,0,10,0,10,0,2,2.2,3.380000000000001,4.7,2.8,3.4499999999999997,4.1,2.2,3.4833333333333334,5,3.5,4.25,5,-1,-1,-1,3.8,3.8,3.8,4.1,4.1,4.1
yJr24Yy1K6bt2G9fX3_zPA,9,4,1,12,2,2,0,0,0,0,10,0,10,0,0,3.6,4.0777777777777775,4.8,4.4,4.466666666666667,4.5,3.6,4.08,4.8,3.6,4.05,4.5,-1,-1,-1,-1,-1,-1,-1,-1,-1
wdEnI9WTLHiqSCH1RdJ40w,7,0,0,13,3,1,0,1,0,0,5,0,5,0,1,3.3,3.5500000000000003,3.7,-1,-1,-1,3.3,3.8400000000000007,5,5,5,5,-1,-1,-1,3.8,3.8,3.8,-1,-1,-1
qz4ZOcv-840UjfCEYI4qZg,6,4,0,13,2,3,0,0,0,0,2,0,3,0,2,3.7,4.0600000000000005,4.4,3.7,4.033333333333334,4.4,3.7,4.1625000000000005,4.8,4.5,4.5,4.5,-1,-1,-1,-1,-1,-1,-1,-1,-1
FRDZ59oRvUSs4gf-itOCBg,9,4,1,12,2,2,0,0,0,0,11,0,11,0,0,3.6,4.0777777777777775,4.8,4.4,4.466666666666667,4.5,3.6,4.08,4.8,3.6,4.05,4.5,-1,-1,-1,-1,-1,-1,-1,-1,-1
m9Wqqma30o-hH2fAX7dnug,8,0,0,11,1,0,0,0,0,1,12,0,12,0,0,2.8,3.9,4.7,-1,-1,-1,2.8,3.9,4.7,4.7,4.7,4.7,-1,-1,-1,-1,-1,-1,-1,-1,-1
7SoGPn8dvce7A1aHdBOGLA,13,2,1,21,1,4,0,1,1,1,8,0,8,0,1,3,3.545454545454545,4.3,3.9,3.9,3.9,3,3.55,4.3,3.5,3.5,3.5,-1,-1,-1,-1,-1,-1,3.9,3.9,3.9
To5CjntVFawXM_hpAhvVdQ,9,4,1,12,2,2,0,0,0,0,9,0,9,0,0,3.6,4.0777777777777775,4.8,4.4,4.466666666666667,4.5,3.6,4.08,4.8,3.6,4.05,4.5,-1,-1,-1,-1,-1,-1,-1,-1,-1
UxvOXcoCRFRAVhRB0D9imw,9,4,1,12,2,2,0,0,0,0,9,0,9,0,0,3.6,4.0777777777777775,4.8,4.4,4.466666666666667,4.5,3.6,4.08,4.8,3.6,4.05,4.5,-1,-1,-1,-1,-1,-1,-1,-1,-1
sMD2HPNh7m0hgCxHDzGTzQ,16,2,1,24,1,4,0,1,1,1,9,0,9,0,1,3,3.5999999999999996,4.3,3.9,3.9,3.9,3,3.593333333333333,4.3,3.5,3.5,3.5,-1,-1,-1,-1,-1,-1,3.9,3.9,3.9
T-AAN0CizEBOTtHinTuvrQ,17,2,1,23,3,0,0,0,1,0,8,0,8,2,8,2.2,3.6923076923076925,4.7,3.4,3.4,3.4,2.2,3.693333333333334,4.7,2.7,3.4333333333333336,4.1,-1,-1,-1,-1,-1,-1,-1,-1,-1
TBTaMIaeDw5B79hXDZBtrA,20,2,1,26,3,0,0,0,1,0,5,0,5,2,8,2.2,3.6937500000000005,4.7,3.4,3.4,3.4,2.2,3.6944444444444446,4.7,2.7,3.4333333333333336,4.1,-1,-1,-1,-1,-1,-1,-1,-1,-1
MPziC5MO2QQiYVAMM3fdSw,19,7,0,30,1,2,0,0,1,1,11,0,11,0,3,3.3,3.9625000000000004,4.7,3.6,4.083333333333333,4.5,3.3,3.9947368421052643,4.7,4,4,4,-1,-1,-1,-1,-1,-1,4,4,4
iNvY0zAlaD_ye7Z6rHu-Ug,22,11,0,33,7,0,0,0,3,0,6,0,6,0,2,2.7,4.144444444444445,4.6,3.4,4.127272727272727,4.8,2.7,4.152380952380954,4.6,3.9,4.35,4.6,-1,-1,-1,-1,-1,-1,4,4.333333333333333,4.8
wct7rZKyZqZftzmAU-vhWQ,19,9,0,30,7,0,0,0,2,0,5,0,5,0,2,2.7,4.16,4.6,3.4,4.155555555555555,4.8,2.7,4.166666666666667,4.6,3.9,4.35,4.6,-1,-1,-1,-1,-1,-1,4.2,4.5,4.8
7YPQDYBoeR7ThahECMGV4Q,16,4,0,24,5,0,0,0,1,0,5,0,5,0,2,3.7,4.207692307692308,4.7,4,4.225,4.6,3.7,4.225,4.7,4.3,4.4,4.5,-1,-1,-1,-1,-1,-1,4,4,4
y9hLY6sdKhxz1puWrp5f2Q,14,6,2,20,0,2,0,1,1,0,5,0,5,0,3,2.2,3.4,4.3,3.4,4.075,4.5,2.1,3.338461538461538,4.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
uevPN8zwJpBpnxRur1jUhw,14,6,2,20,0,2,0,1,1,0,5,0,5,0,3,2.2,3.4,4.3,3.4,4.075,4.5,2.1,3.338461538461538,4.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
lwgBIboXZ4j9uuZthAvTEw,19,3,1,23,2,0,0,0,1,0,6,0,6,2,7,2.7,3.6933333333333334,4.7,3.4,3.95,4.5,2.7,3.70625,4.7,2.7,3.4,4.1,-1,-1,-1,-1,-1,-1,-1,-1,-1
RIeWXLMHZQlYprYt1x2f1w,14,6,2,20,0,2,0,1,1,0,6,0,6,0,3,2.2,3.4,4.3,3.4,4.075,4.5,2.1,3.338461538461538,4.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9Vu9KhK2-kBSM-FXvxXGNg,15,5,0,24,1,2,0,0,0,1,11,0,11,0,4,3.3,3.875,4.5,3.6,4.125,4.5,3.3,3.914285714285714,4.5,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1
pkUj-lZb5ZEzLBw87-pOew,17,2,1,22,3,0,0,0,1,0,11,0,11,2,8,2.2,3.6923076923076925,4.7,3.4,3.4,3.4,2.2,3.6785714285714293,4.7,2.7,3.4333333333333336,4.1,-1,-1,-1,-1,-1,-1,-1,-1,-1
jHte0SjUldZeDDZ5py0ZhA,8,4,3,12,0,2,0,1,0,0,5,0,5,0,1,2.2,3.3000000000000003,4.3,4.1,4.3,4.5,2.1,3.15,4.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
O02yhnk20alGOBw0HcmHGw,20,2,0,31,5,2,0,0,1,0,10,0,10,2,4,2.2,3.3937500000000003,4.7,2.8,3.4499999999999997,4.1,2.2,3.4055555555555563,4.7,2.7,3.1,3.5,-1,-1,-1,-1,-1,-1,4.1,4.1,4.1
H8QFth3DVsYbkJ2M7bTvmg,1,0,0,4,0,0,0,0,0,0,5,0,5,0,4,4.1,4.1,4.1,-1,-1,-1,4.1,4.1,4.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
i8X14GDzaYD_TOGeWjmv-A,18,5,3,23,1,1,0,1,1,0,5,0,5,0,4,2.2,3.7214285714285715,4.7,3.4,4.066666666666667,4.5,2.1,3.6312499999999996,4.7,4.1,4.1,4.1,-1,-1,-1,-1,-1,-1,-1,-1,-1
BicQSnGZnY_yuGEDkhVfnA,12,5,0,20,4,0,0,0,1,1,5,0,5,0,1,3.7,4.222222222222222,4.7,3.9,4.18,4.5,3.7,4.241666666666666,4.7,4.3,4.366666666666667,4.4,-1,-1,-1,-1,-1,-1,4,4,4
QplY4p8HHJY0ncbgcpb8WQ,14,2,1,22,1,4,0,0,1,1,10,0,10,0,1,3,3.563636363636363,4.3,3.9,3.9,3.9,3,3.5642857142857136,4.3,3.5,3.5,3.5,-1,-1,-1,-1,-1,-1,3.9,3.9,3.9
ZN9aiuiCPAXWHmV_hB3KXw,7,1,0,12,1,2,0,0,0,1,7,0,7,0,5,2.7,3.6333333333333333,4.5,4.6,4.6,4.6,2.7,3.775,4.7,3.7,3.7,3.7,-1,-1,-1,-1,-1,-1,-1,-1,-1
MLVKDbuI2xaOJQ4-NZj2MQ,60,50,6,60,20,4,2,13,10,2,16,0,17,3,3,2.8,4.020408163265306,4.9,3.1,4.0729729729729724,4.9,3,4.0276595744680845,4.9,2.8,4.081818181818182,4.7,4.4,4.4,4.4,2.8,3.9375,4.4,3.7,4.142857142857142,4.9
hqVbmZNLTdR2y7G7oJu9vg,7,1,1,10,1,0,0,2,0,0,7,0,7,1,0,3.2,3.65,4.2,3.2,3.2,3.2,3.2,3.8874999999999997,4.7,4.7,4.7,4.7,-1,-1,-1,4,4,4,-1,-1,-1
ytcm2DXuJWKPTqCtr6uJ4A,13,1,0,22,1,2,0,0,0,2,10,0,11,0,5,2.2,3.5555555555555554,4.5,4.6,4.6,4.6,2.2,3.6727272727272733,4.7,3.7,3.7,3.7,-1,-1,-1,-1,-1,-1,-1,-1,-1
PeswraYFyhr33CmAK5oW5A,10,3,0,15,1,2,0,0,0,1,11,0,11,0,3,2.4,3.842857142857142,4.9,3.2,3.8000000000000003,4.4,2.4,3.8444444444444446,4.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
C4_VnxikagdjSbNQiblzYw,8,1,1,9,1,0,0,4,0,0,11,0,11,0,2,3.2,3.783333333333333,4.7,3.2,3.2,3.2,3.2,3.914285714285714,4.7,4.7,4.7,4.7,-1,-1,-1,4,4.1,4.2,-1,-1,-1
wLZ--5d4lXImxrG7VhdTyA,10,1,1,17,2,1,0,0,0,0,11,0,11,1,1,2.7,3.9000000000000004,4.6,4,4,4,2.7,3.9299999999999997,4.6,4.2,4.2,4.2,-1,-1,-1,-1,-1,-1,-1,-1,-1
GvwDppcJLm9lso9iS2hSIw,3,0,1,12,2,1,0,0,0,0,11,0,11,0,2,3.5,3.8,4.1,-1,-1,-1,3.2,4.128571428571429,4.8,4.8,4.8,4.8,-1,-1,-1,-1,-1,-1,-1,-1,-1
3rJE7qliy8_ylKhY5FdlIw,7,1,1,10,1,0,0,2,0,0,7,0,7,1,0,3.2,3.65,4.2,3.2,3.2,3.2,3.2,3.8874999999999997,4.7,4.7,4.7,4.7,-1,-1,-1,4,4,4,-1,-1,-1
C83oJwZAO3DP2RQ2Labi_g,3,0,1,10,1,0,0,0,0,0,11,0,11,0,2,3.5,3.8,4.1,-1,-1,-1,3.5,4.283333333333334,4.8,4.8,4.8,4.8,-1,-1,-1,-1,-1,-1,-1,-1,-1
0jDkXQdprSgbx8GeK0dcTg,10,2,1,17,2,1,0,0,0,0,11,0,11,1,1,2.7,3.9000000000000004,4.6,4,4,4,2.7,3.9299999999999997,4.6,4.2,4.2,4.2,-1,-1,-1,-1,-1,-1,-1,-1,-1
dUJMmr6TFrHmiokijXiyUg,10,3,0,15,1,2,0,0,0,1,10,0,10,0,2,2.4,3.842857142857142,4.9,3.2,3.8000000000000003,4.4,2.4,3.8444444444444446,4.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ieYiA4L5gk7S3kZYK0l_dg,10,3,0,17,2,1,0,0,0,0,10,0,10,0,2,3.7,4.1625,4.7,3.9,3.9333333333333336,4,3.7,4.22,4.7,4.7,4.7,4.7,-1,-1,-1,-1,-1,-1,-1,-1,-1
YldXB1hRpnE1CWLF3mvgpQ,3,0,1,9,1,0,0,0,0,0,11,0,11,0,1,3.5,3.8,4.1,-1,-1,-1,3.5,4.24,4.8,4.8,4.8,4.8,-1,-1,-1,-1,-1,-1,-1,-1,-1
Rd5SDxM3S9QUvRayhqZl4Q,10,2,0,23,1,3,0,0,0,2,11,0,11,0,0,2.2,3.5,4.2,3.7,3.7,3.7,2.2,3.6500000000000004,4.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
bPq5y7z_DNewJfyjsiZNYw,12,3,0,19,1,2,1,0,0,1,10,0,10,0,3,2.4,3.8333333333333335,4.9,3.2,3.8000000000000003,4.4,2.4,3.891666666666666,4.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
G9LwkTSdKOyOGqd5BbuIkA,6,1,1,9,1,0,0,2,0,0,6,0,6,1,0,3.2,3.65,4.2,3.2,3.2,3.2,3.2,3.8874999999999997,4.7,4.7,4.7,4.7,-1,-1,-1,4,4,4,-1,-1,-1
gOgEPdwS-oJV0XPlXErNRg,16,1,0,28,1,1,0,1,0,2,20,0,21,0,5,2.2,3.8444444444444446,4.6,4.6,4.6,4.6,2.2,4.0,4.7,3.7,3.7,3.7,-1,-1,-1,-1,-1,-1,-1,-1,-1
Y_dzA9OHRKa0X1cqcRmsaw,10,1,1,16,2,1,0,0,0,0,12,0,12,0,1,2.7,3.9000000000000004,4.6,4,4,4,2.7,3.9299999999999997,4.6,4.2,4.2,4.2,-1,-1,-1,-1,-1,-1,-1,-1,-1
mUMikdLRJxeet5uWWGQeZQ,10,1,1,17,2,1,0,0,0,0,11,0,11,1,1,2.7,3.9000000000000004,4.6,4,4,4,2.7,3.9299999999999997,4.6,4.2,4.2,4.2,-1,-1,-1,-1,-1,-1,-1,-1,-1
4eFIVmbeCvJGCrhzmd-VYA,11,1,3,23,1,4,0,0,0,2,21,0,22,0,5,3.3,4.122222222222223,4.8,4.2,4.2,4.2,3.1,4.161538461538462,4.8,4.4,4.4,4.4,-1,-1,-1,-1,-1,-1,-1,-1,-1
PxqufEwqzIHAbQGRdZ3bUw,10,3,0,15,1,2,0,0,0,1,11,0,11,0,3,2.4,3.842857142857142,4.9,3.2,3.8000000000000003,4.4,2.4,3.8444444444444446,4.9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-KR8uHx8mq-ogiFX7TITIw,5,1,0,8,0,2,0,0,0,0,5,0,5,0,3,2.7,3.75,4.5,4.6,4.6,4.6,2.7,3.94,4.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
rwT9wCyXNATA36yqcb4JSg,2,3,0,4,0,0,0,2,1,0,6,0,6,0,0,4,4.05,4.1,4,4.05,4.1,4,4.05,4.1,-1,-1,-1,-1,-1,-1,3.4,3.4,3.4,4,4,4
EUXT1vSFWaiD_BFmFK8rBg,2,3,0,4,0,0,0,2,1,0,6,0,6,0,0,4,4.05,4.1,4,4.05,4.1,4,4.05,4.1,-1,-1,-1,-1,-1,-1,3.4,3.4,3.4,4,4,4
Y3a3RkR97J_ReiKgiMXeJg,3,2,0,3,0,0,0,4,0,0,1,0,1,0,0,3.7,3.9,4.2,4.2,4.2,4.2,3.7,3.9,4.2,-1,-1,-1,-1,-1,-1,3.7,3.8,3.9,-1,-1,-1
3Zsjlum5kl5N5KV712aTMQ,3,2,0,3,0,0,0,4,0,0,1,0,1,0,0,3.7,3.9,4.2,4.2,4.2,4.2,3.7,3.9,4.2,-1,-1,-1,-1,-1,-1,3.7,3.8,3.9,-1,-1,-1
PxUQyOAdK8c3P_WnrXuCUg,4,2,0,10,1,3,0,0,0,1,4,0,4,0,1,4,4.1,4.2,3.7,3.7,3.7,4,4.2,4.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-SS0C3OoPhVVBFCFfDWB2A,6,5,2,13,0,2,0,1,1,0,10,0,10,0,2,3.6,4.3,4.7,3.6,4.133333333333333,4.7,3.6,4.257142857142857,4.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
flUKBy7WHqYdfOrwU1A2SA,7,1,0,11,1,2,0,0,0,0,6,0,6,0,5,2.7,3.6333333333333333,4.5,4.6,4.6,4.6,2.7,3.775,4.7,3.7,3.7,3.7,-1,-1,-1,-1,-1,-1,-1,-1,-1
hIe65VALe8rxseYECVj08w,10,4,0,17,2,1,0,0,0,0,11,0,11,0,3,3.7,4.1625,4.7,3.9,3.975,4.1,3.7,4.22,4.7,4.7,4.7,4.7,-1,-1,-1,-1,-1,-1,-1,-1,-1
unPzS1QJJctlZyLGFSk_HA,16,2,0,27,0,2,0,1,0,2,21,0,22,0,3,2.2,3.8444444444444446,4.6,4.1,4.35,4.6,2.2,3.9999999999999996,4.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
cl5gr18l4R00NnQbVtgJ5Q,10,1,1,17,2,1,0,0,0,0,11,0,11,1,1,2.7,3.9000000000000004,4.6,4,4,4,2.7,3.9299999999999997,4.6,4.2,4.2,4.2,-1,-1,-1,-1,-1,-1,-1,-1,-1
F-ykHfGY9lWr12OJ_Ofy7A,7,1,1,10,1,0,0,2,0,0,7,0,7,1,0,3.2,3.65,4.2,3.2,3.2,3.2,3.2,3.8874999999999997,4.7,4.7,4.7,4.7,-1,-1,-1,4,4,4,-1,-1,-1
F3SEkW6v2LJ5y6Ldo5pPaw,10,3,0,17,2,1,0,0,0,0,12,0,12,0,2,3.7,4.1625,4.7,3.9,3.9333333333333336,4,3.7,4.22,4.7,4.7,4.7,4.7,-1,-1,-1,-1,-1,-1,-1,-1,-1
RnI6c_HrzEPS0okYj-BICw,19,4,2,40,1,3,0,1,0,1,17,0,18,0,2,3.3,4.245454545454546,4.8,4.1,4.466666666666666,4.7,3.1,4.235294117647058,4.8,4.4,4.4,4.4,-1,-1,-1,-1,-1,-1,-1,-1,-1
0nyaKW_6QHSJ74OVnDmyhA,12,1,0,22,1,1,0,0,0,3,12,0,13,0,6,2.2,3.688888888888888,4.6,4.6,4.6,4.6,2.2,3.7818181818181826,4.7,3.7,3.7,3.7,-1,-1,-1,-1,-1,-1,-1,-1,-1
kxDGexkbP30fBvxVI0CzFQ,11,3,0,18,2,1,0,0,0,0,10,0,10,0,4,3.7,4.1625,4.7,3.9,3.9333333333333336,4,3.7,4.22,4.7,4.7,4.7,4.7,-1,-1,-1,-1,-1,-1,-1,-1,-1
faitVIiNezSN0ogZQSZPWQ,7,1,1,9,1,0,0,2,0,0,6,0,6,0,0,3.2,3.65,4.2,3.2,3.2,3.2,3.2,3.8874999999999997,4.7,4.7,4.7,4.7,-1,-1,-1,4,4,4,-1,-1,-1
PkBqPU83bf1zArumGVHqcw,7,1,1,10,1,0,0,2,0,0,7,0,7,1,0,3.2,3.65,4.2,3.2,3.2,3.2,3.2,3.8874999999999997,4.7,4.7,4.7,4.7,-1,-1,-1,4,4,4,-1,-1,-1
tbwZdMyjjLXgUt0l3b7kxA,25,4,2,38,4,4,0,3,1,0,8,0,8,0,1,1.2,3.704166666666667,4.6,3.5,4.133333333333333,4.6,1.2,3.8142857142857136,4.8,2.7,3.3,3.9,-1,-1,-1,-1,-1,-1,-1,-1,-1
