"business_id","name","address","city","state","stars","categories","price","restaurant_stars","bar_stars","food_stars","cafe_stars","movie_theater_stars","lodging_stars","night_club_stars","parking","bus_station","transit_station","university"
"3wLLf8wRqD1ZQowi9aZSoA","Grassroots Kitchen & Tap","8120 N Hayden Rd
Ste E-100
Scottsdale, AZ 85258","Scottsdale","AZ",4,"['American (New)', 'Restaurants']",2,4.02727272727273,3.9,4.02727272727273,4.43333333333333,-1,4.1,-1,1,4,4,3
"3WTt7zs_JGdQnFnxKADQww","Long Wong's #9","5270 N 59th Avenue
Glendale, AZ 85301","Glendale","AZ",3.5,"['Restaurants']",2,3.71428571428571,-1,3.71428571428571,-1,-1,-1,-1,0,9,9,0
"-3WVw1TNQbPBzaKCaQQ1AQ","China Chili","302 E Flower St
Phoenix, AZ 85012","Phoenix","AZ",4,"['Chinese', 'Restaurants']",2,4.06666666666667,4.275,4.01666666666667,3.7,-1,-1,4.1,4,10,11,0
"-3xbryp44xhpN4BohxXDdQ","The Keg Steakhouse + Bar","21001 N Tatum Blvd
Phoenix, AZ 85050","Phoenix","AZ",4,"['Seafood', 'Bars', 'Steakhouses', 'Nightlife', 'Restaurants']",3,3.82692307692308,3.72,3.840625,3.85,4,-1,-1,0,2,2,0
"3xEB9FyFXolq1b_Qn_BFtg","George & Dragon Restaurant","4240 N Central Ave
Phoenix, AZ 85012","Phoenix","AZ",3.5,"['Pubs', 'Bars', 'Nightlife', 'British', 'Restaurants']",2,3.8,4.1,3.85,4.5,-1,-1,-1,1,10,11,0
"3Y4Bd9eWVMsgejx2bP3MVw","Spasso Pizza & Mozzarella Bar","4743 N 20th St
Ste A22A
Phoenix, AZ 85016","Phoenix","AZ",3.5,"['Restaurants', 'Pizza', 'Italian']",2,3.82692307692308,3.91666666666667,3.848,3.88888888888889,-1,4.12857142857143,3.75,19,15,19,3
"3yMneVFhBePIBtCGdboc7Q","Sardella's Pizza & Wings","18631 N 19th Ave
Phoenix, AZ 85027","Phoenix","AZ",4,"['Italian', 'Pizza', 'Chicken Wings', 'Restaurants']",1,3.47,-1,3.575,3.4,-1,-1,-1,0,8,8,0
"3YmxiAQzZ5EXpMjais3PTg","Subway","3342 E Greenway Rd
Ste 101
Phoenix, AZ 85032","Phoenix","AZ",3.5,"['Fast Food', 'Sandwiches', 'Restaurants']",1,3.38,3.9,3.57142857142857,-1,-1,-1,-1,0,12,12,0
"3yRq8DjiSt4lSPEonpSaLQ","Bada Boom Pasta Room","4151 N Marshall Way
Scottsdale, AZ 85251","Scottsdale","AZ",3,"['Restaurants', 'Pizza', 'Italian']",2,3.97962962962963,4.01836734693878,3.97090909090909,4.11,-1,4,3.96666666666667,1,19,21,3
"3zn5yjALes8-fxLvpO7_-A","Song Lynn","2755 N 91st Ave
Suite A150/160
Phoenix, AZ 85037","Phoenix","AZ",4,"['Vegetarian', 'Vietnamese', 'Restaurants']",1,3.225,2.7,3.35,3.15,-1,-1,-1,0,8,8,0
"3Zsjlum5kl5N5KV712aTMQ","Different Pointe of View","11111 N 7th St
Phoenix, AZ 85020","Phoenix","AZ",4,"['Italian', 'American (Traditional)', 'Mediterranean', 'Restaurants']",3,3.9,4.2,3.9,-1,-1,3.8,-1,0,1,1,0
"3ZVG1MSRuvheqZ4gOioQVw","Rack Shack BBQ","1019 E Indian School Rd
Phoenix, AZ 85014","Phoenix","AZ",3,"['Barbeque', 'Restaurants']",2,3.8,4.1,3.75,-1,-1,-1,-1,0,11,11,0
"41j3GB7M-Lwq284Pfb9zgw","Angels Trumpet Ale House","810 N 2nd St
Phoenix, AZ 85004","Phoenix","AZ",4,"['Gastropubs', 'American (New)', 'Restaurants']",2,4.0037037037037,4.20833333333333,4.05294117647059,4.1875,4.5,3.65,4.8,5,20,20,15
"41SzC2WJ-RVUpVZ2NJfE-w","McDonald's","3130 E Broadway Rd
Phoenix, AZ 85040","Phoenix","AZ",2,"['Burgers', 'Fast Food', 'Restaurants']",1,2.7,-1,3.55,-1,-1,-1,-1,0,10,9,0
"41V_WrLzJErAkjAHbFrqsQ","Happy Buffet","7822 N 12th St
Ste 2
Phoenix, AZ 85020","Phoenix","AZ",3.5,"['Buffets', 'Restaurants']",NA,4.1625,3.93333333333333,4.22,4.7,-1,-1,-1,0,11,11,0
"44kFi0DuqGCOSBPhUIr8aA","Jack In The Box","1075 N 67th Ave
Phoenix, AZ 85043","Phoenix","AZ",4,"['Fast Food', 'Restaurants']",NA,2.85,-1,3.225,-1,-1,-1,-1,1,2,2,0
"44qg4vgcqJkjF8eqG4R4JA","Denny's","3971 South Gilbert Rd
Gilbert, AZ 85297","Gilbert","AZ",3,"['Breakfast & Brunch', 'American (Traditional)', 'Restaurants']",1,3.71111111111111,3.5,3.7375,4,4.3,-1,-1,0,3,3,0
"45puCRQ6Vh_IIAy7kkfFDQ","Majerle's Sports Grill","24 N 2nd St
Phoenix, AZ 85004","Phoenix","AZ",3.5,"['Bars', 'Restaurants', 'American (Traditional)', 'Sports Bars', 'Nightlife']",2,3.77551020408163,3.89166666666667,3.83541666666667,3.88888888888889,-1,4.12857142857143,3.62,22,13,17,30
"45Vj6a0LX4B2a7loTJyb4g","Mosaic Restaurant","10600 E Jomax Rd
Scottsdale, AZ 85262","Scottsdale","AZ",4,"['American (New)', 'Restaurants']",3,4.33333333333333,4,4.33333333333333,-1,-1,4.4,-1,0,0,0,0
"46xWJ6rKZxnrSLWro6EOlA","The Hub Deli","4025 E Chandler Blvd
Ste 50
Phoenix, AZ 85048","Phoenix","AZ",4,"['Delis', 'Restaurants']",1,3.71111111111111,4.06666666666667,3.79545454545455,4.4,-1,-1,-1,0,2,2,0
"4780MrclJEFGp8MDf9_U2g","Big Burrito Mexican Food","1919 W Dunlap Ave
Phoenix, AZ 85021","Phoenix","AZ",4.5,"['Mexican', 'Restaurants']",1,3.66,-1,3.68888888888889,-1,-1,2.5,-1,0,7,7,4
"48GT-uIRnHp3rHvdRsgC_Q","Digestif","7133 E Stetson Dr
Scottsdale, AZ 85250","Scottsdale","AZ",3.5,"['Bars', 'Restaurants', 'Nightlife', 'Lounges', 'Italian']",2,3.984,3.99347826086957,4.004,4.1,4.4,3.8625,3.92857142857143,2,14,15,3
"49bc688EMaGMNzQvKHVe1Q","Barrio Cafe","S2/T4 D-Gates
Phoenix SkyHarbor
Phoenix, AZ 85040","Phoenix","AZ",2.5,"['Cafes', 'Restaurants']",2,4.45,-1,4.45,-1,-1,-1,-1,0,11,11,0
"49RRQ0nE8XugVuvowiVv2g","Al Hamra","8900 E Pinnacle Peak Rd
Ste E1
Scottsdale, AZ 85255","Scottsdale","AZ",3.5,"['Indian', 'Restaurants']",2,4.1,4.3,4.1,3.9,-1,-1,-1,0,0,0,0
"-4A5xmN21zi_TXnUESauUQ","D'lish","2613 N Scottsdale Rd
Scottsdale, AZ 85257","Scottsdale","AZ",4.5,"['Breakfast & Brunch', 'Restaurants']",1,3.84782608695652,4.11428571428571,3.86666666666667,4.2,-1,-1,4.2,0,12,12,0
"4A628qyYpA4EhN6w6o-MYQ","Joe's New York Pizza","7321 E Shoeman Ln
Scottsdale, AZ 85251","Scottsdale","AZ",3.5,"['Pizza', 'Restaurants']",1,3.99622641509434,4,4.0078431372549,4.1375,4.2,3.97142857142857,3.81111111111111,3,13,13,2
"4AduEdwKHM045-f81y0suQ","McDonald's","774 S Val Vista Dr
Gilbert, AZ 85296","Gilbert","AZ",3,"['Burgers', 'Fast Food', 'Restaurants']",1,3.27,-1,3.5,3.9,-1,-1,-1,0,0,0,0
"4aHi_FH2eP9c25Smb35AZg","Pho Bang Restaurant","1702 W Camelback Rd
Ste 14
Phoenix, AZ 85015","Phoenix","AZ",3,"['Vietnamese', 'Restaurants']",1,3.7,3.7,3.51428571428571,-1,-1,3.3,3.7,0,15,15,0
"4al-jj2H4VAbTx08jKGPVw","Mayuri Palace","2410 W Bell Rd
Phoenix, AZ 85023","Phoenix","AZ",3.5,"['Indian', 'Buffets', 'Restaurants']",2,4.02857142857143,3.3,4.15555555555556,4.8,-1,3.08,-1,0,4,4,0
"4BcuZj2ETMxUs48PLPwKxQ","Hal O. Peno's Mexican Cafe","4532 E. Thomas Rd
Phoenix, AZ 85018","Phoenix","AZ",2.5,"['Mexican', 'Restaurants']",2,3.41333333333333,3.45,3.51111111111111,4.25,-1,3.8,4.1,0,12,12,0
"4BcXBxadXP8UHUb2CBt2jA","Pastries N Chaat","4030 E Bell Rd
Ste 101
Phoenix, AZ 85032","Phoenix","AZ",4,"['Bakeries', 'Food', 'Indian', 'Restaurants']",1,3.1,3.65,3.3875,-1,-1,-1,3.9,0,10,10,0
"4Bs0OFu3yqUz5TyrJjhPKw","Federico's Mexican Food","6645 W Thomas Rd
Phoenix, AZ 85035","Phoenix","AZ",2,"['Mexican', 'Restaurants']",1,3.17142857142857,-1,3.2625,-1,-1,-1,-1,0,16,16,0
"-4BtfPW3_v092G8pqHrv4w","Wendy's","1175 W Chandler Blvd
Chandler, AZ 85224","Chandler","AZ",3,"['Burgers', 'Fast Food', 'Restaurants']",1,2.9,-1,3.72,3.85,-1,-1,-1,0,8,8,0
"4CC4J_bepXOiWVS4CVN6NA","Baratin","7125 E 5th Ave
Ste 31
Scottsdale, AZ 85251","Scottsdale","AZ",4.5,"['Wine Bars', 'Bars', 'Cafes', 'Nightlife', 'Restaurants']",2,4,3.99615384615385,3.99285714285714,4.09230769230769,-1,3.8875,3.85789473684211,1,22,24,3
"4C-lKI0L6bloWChrqXM5Jg","Kaleidoscope Juice","4014 Goldwater Blvd
Scottsdale, AZ 85251","Scottsdale","AZ",4.5,"['Food', 'Juice Bars & Smoothies', 'Salad', 'Restaurants']",2,3.99038461538461,4.10909090909091,3.94893617021277,3.9875,-1,4.06,4.22,1,19,20,2
"4_czyqhmKzymIHlKxcFJ3g","The Bakery Cafe","El Pedregal At The Boulders
34505 N Scottsdale Rd
Scottsdale, AZ 85266","Scottsdale","AZ",3,"['Sandwiches', 'Restaurants']",1,3.8,3.6,3.8,3.9,-1,-1,-1,0,0,0,0
"4d6cVz4rGgsxAbZHQx43qQ","Quiznos","18589 N 59th Ave
Ste 106
Glendale, AZ 85308","Glendale","AZ",1.5,"['Fast Food', 'Sandwiches', 'Restaurants']",1,3.98571428571429,4.3,4,4.3,-1,-1,-1,0,10,10,0
"4dB7kQ7qtTkW2v7DX38r_w","Dierks Bentley's Whiskey Row","4420 N Saddlebag Trl
Ste 105
Scottsdale, AZ 85251","Scottsdale","AZ",3.5,"['Arts & Entertainment', 'Music Venues', 'Bars', 'Nightlife', 'American (New)', 'Restaurants']",2,3.99375,3.96818181818182,4.02325581395349,4.11428571428571,4.2,3.97142857142857,3.81666666666667,3,20,20,2
"4DDbIvNtzfhLRwz-EOLFDA","Panda Express","21001 N Tatum Blvd
Ste 1630
Phoenix, AZ 85050","Phoenix","AZ",3.5,"['Food', 'Desserts', 'Asian Fusion', 'Chinese', 'Restaurants']",1,3.82692307692308,3.72,3.840625,3.85,4,-1,-1,0,2,2,0
"4DhqZ0tyi2V2Mp8IqTREAA","Big Daddy's BBQ","8608 E Shea Blvd
Scottsdale, AZ 85260","Scottsdale","AZ",3,"['Barbeque', 'Restaurants']",2,3.77692307692308,4.05,3.81333333333333,3.45,-1,3.95,-1,0,4,4,0
"4eFIVmbeCvJGCrhzmd-VYA","Grinders Coffee Company","17 E Dunlap Ave
Ste 2
Phoenix, AZ 85020","Phoenix","AZ",4,"['Food', 'Coffee & Tea', 'Sandwiches', 'Restaurants']",1,4.12222222222222,4.2,4.16153846153846,4.4,-1,-1,-1,2,21,22,0
"4eiyUIimE3CsWZbZuBWnpA","Gluten Free Creations","10880 N 32nd St
Ste 39
Phoenix, AZ 85028","Phoenix","AZ",4.5,"['Bakeries', 'Food', 'Coffee & Tea', 'Gluten-Free', 'Restaurants']",1,4.125,4.15,4.08181818181818,3.95,-1,4.5,-1,1,7,7,0
"4ekebF5aRXdIFeHkDggixg","McAlister's Deli","12847 N Tatum Blvd
E-01
Phoenix, AZ 85032","Phoenix","AZ",4,"['Delis', 'Sandwiches', 'Salad', 'Restaurants']",1,3.88095238095238,3.5,3.92083333333333,4.1,-1,-1,-1,1,5,5,1
"4FS5otEktCyI1aDpg_h03g","Kincaid's Classic American Dining","2 S 3rd St
Phoenix, AZ 85004","Phoenix","AZ",3.5,"['Seafood', 'Steakhouses', 'American (Traditional)', 'Restaurants']",3,3.84255319148936,3.91153846153846,3.83191489361702,4,-1,4.13333333333333,3.62,18,17,21,27
"4G9StQDOFutiUMZYem9UVw","Stingray Sushi","900 N 54th St
Chandler, AZ 85226","Chandler","AZ",3.5,"['Sushi Bars', 'Japanese', 'Restaurants']",2,4.04545454545455,3.9,4.10357142857143,3.7,-1,3.76666666666667,-1,0,3,3,0
"4gLecengX1JeGILm7DwU3w","Potbelly Sandwich Shop","3121 W Peoria Ave
Phoenix, AZ 85029","Phoenix","AZ",4,"['Soup', 'Sandwiches', 'Salad', 'Restaurants']",1,3.7952380952381,3.2,3.8375,3.86666666666667,-1,-1,-1,0,15,15,0
"4Gn1RpmETdGKNGIvzQNYiw","Don Guido's Chicago Style Hot Dogs","8911 N Central Avenue
Phoenix, AZ 85073","Phoenix","AZ",3.5,"['Hot Dogs', 'Restaurants']",1,4.12222222222222,4.2,4.16153846153846,4.4,-1,-1,-1,2,15,16,0
"4gxZ5tPEqm0QnRkILa9cNQ","Truckin' Good Food","Phoenix, AZ 85044","Phoenix","AZ",4.5,"['Creperies', 'Food Stands', 'French', 'Restaurants']",1,3.98666666666667,3.93333333333333,4.00625,4,-1,4.4,-1,0,4,4,0
"4h83dwPNln4tWvvItryk5A","Charleys Philly Steaks","7014 E Camelback Rd
Store 799
Scottsdale, AZ 85251","Scottsdale","AZ",2.5,"['Cheesesteaks', 'Sandwiches', 'Restaurants']",1,3.95945945945946,4.01052631578947,3.93783783783784,4.325,4.3,3.9,4.1,2,12,12,0
"4Hi-45RQRl2FOkPhEgNTnA","Two Hippies Beach House","8945 N 7th St
Phoenix, AZ 85020","Phoenix","AZ",3.5,"['Mexican', 'Restaurants']",1,3.84,4.6,3.93846153846154,3.7,-1,-1,-1,3,22,23,0
"4hMXZ8gVkuNgGTm9fnZOnw","The Dirty Pelican Grill","6718 W Deer Valley Rd
Glendale, AZ 85310","Glendale","AZ",2.5,"['American (New)', 'Restaurants']",2,3.05,-1,3.36,-1,-1,-1,-1,0,0,0,0
"4hNjK7TpXjb86rfLDvL1lA","My Fit Foods","4902 E Shea Blvd
Ste 105
Phoenix, AZ 85028","Phoenix","AZ",4,"['Do-It-Yourself Food', 'Health Markets', 'Specialty Food', 'Food', 'Gluten-Free', 'Restaurants']",2,3.80769230769231,3.5,4.03333333333333,4.175,-1,-1,-1,0,9,9,0
"4hqPdtPCH8rLHTet7k8-RQ","Subway","9014 W Thomas Rd
Phoenix, AZ 85037","Phoenix","AZ",1.5,"['Fast Food', 'Sandwiches', 'Restaurants']",1,3.225,2.7,3.35,3.15,-1,-1,-1,0,7,7,0
"4IAzFJ159GEaIGX1-y6Bmw","McDonald's","9251 E Shea Blvd
Scottsdale, AZ 85258","Scottsdale","AZ",3,"['Burgers', 'Fast Food', 'Restaurants']",1,3.92222222222222,4.15,3.99090909090909,3.4,-1,3.2,4.9,0,10,10,0
"4ic-c1LquBiT0IuvKXuEyw","Texas BBQ House","3348 Scottsdale Rd
Scottsdale, AZ 85251","Scottsdale","AZ",4,"['Barbeque', 'Restaurants']",2,3.97,4.04444444444444,3.95918367346939,4.1625,-1,3.84,3.86666666666667,0,24,26,0
"4iJUNAUVYNEuh16yK6Virg","Famous Dave's","2206 E Williams Field Rd
Ste 101
Gilbert, AZ 85296","Gilbert","AZ",3.5,"['Barbeque', 'Restaurants']",2,3.69411764705882,3.9,3.83333333333333,4.4,4.6,-1,-1,0,3,3,0
"4iMQGPFeMhbduKTWrwtWNg","Crossroads Bar & Grill","5030 W McDowell Rd
Phoenix, AZ 85035","Phoenix","AZ",3,"['Bars', 'American (Traditional)', 'Nightlife', 'Restaurants']",NA,3.41,3.9,3.55,-1,-1,3.11666666666667,3.9,0,10,10,0
"4iRPMiDQQWFA0IS8lWce0Q","Italian Spoon","6505 N 7th St
Phoenix, AZ 85014","Phoenix","AZ",4.5,"['Restaurants', 'Fish & Chips', 'Italian']",1,3.8,4.4,3.8,-1,-1,-1,-1,0,4,4,0
"4IzlijxSSSFdZyh6-da_Qw","Subway","530 E McDowell Rd
Ste 105
Phoenix, AZ 85004","Phoenix","AZ",2.5,"['Fast Food', 'Sandwiches', 'Restaurants']",1,3.792,3.91153846153846,3.84166666666667,3.96666666666667,-1,4.12857142857143,3.62,17,17,20,36
"4jbu37TsbW9r4TOTu1GcSg","Bottled Blonde Pizzeria + Beer Garden","7340 E. Indian Plaza
Scottsdale, AZ 85251","Scottsdale","AZ",3,"['Bars', 'Pizza', 'Nightlife', 'Restaurants']",2,4.00625,3.96279069767442,4.03111111111111,4.06666666666667,4.2,3.98333333333333,3.81666666666667,3,17,17,2
"4jf5PMaxpcgA_fhirn5GgA","Serrano's Mexican Food Restaurants","959 N Val Vista Dr
Gilbert, AZ 85234","Gilbert","AZ",3,"['Mexican', 'Restaurants']",2,3.93333333333333,4.3,4.0375,-1,-1,-1,-1,0,4,4,0
"4jxKmU2No9hGWCZuYPjeLQ","Taco Bell","1860 N 75th Ave
Phoenix, AZ 85035","Phoenix","AZ",2.5,"['Fast Food', 'Mexican', 'Tex-Mex', 'Restaurants']",NA,3.99,4.1,3.82857142857143,3.5,-1,-1,-1,0,14,14,0
"4K4lXW-S_qMk6XG3aV5wrw","Habanero Fresh Mexican Grill","701 W Deer Valley Rd
Phoenix, AZ 85027","Phoenix","AZ",4.5,"['Mexican', 'Restaurants']",1,3.76666666666667,-1,3.76666666666667,-1,-1,-1,-1,0,6,6,0
"4kSWilkz2MRpLRDBQH0j7g","Church's Chicken","5505 W Glendale Ave
Glendale, AZ 85301","Glendale","AZ",3,"['Chicken Wings', 'Restaurants']",1,3.8,3.75,3.93333333333333,-1,-1,-1,-1,0,9,9,0
"4KUtlXKejC8saY5euhDVrA","Shawarma King","4312 W Cactus Rd
Ste 10
Glendale, AZ 85304","Glendale","AZ",4.5,"['Mediterranean', 'Restaurants']",1,3.84,-1,3.91428571428571,4.2,-1,-1,-1,0,12,12,0
"4l3eeM1sOACwdJAz4UyIPQ","China Inn","3 S 2nd St
Phoenix, AZ 85004","Phoenix","AZ",2,"['Chinese', 'Restaurants']",1,3.87333333333333,3.94782608695652,3.84545454545455,4.02222222222222,-1,4.06,3.62,17,14,18,5
"4M1fVHmnSyNg-fNW247-QA","Filiberto's Mexican Food","1993 W Elliot Rd
Chandler, AZ 85224","Chandler","AZ",3,"['Mexican', 'Restaurants']",1,3.625,3.95,3.625,3.9,-1,-1,-1,0,7,7,0
"4MB98W98rKBU0X26pTbw0w","Bootleggers Modern American Smokehouse","7217 E 1st St
Scottsdale, AZ 85251","Scottsdale","AZ",4,"['Bars', 'American (New)', 'Nightlife', 'Barbeque', 'Restaurants']",2,3.94042553191489,4.07241379310345,3.98,4.18888888888889,-1,3.84,3.925,0,24,26,0
"4meJyPOhuAKzywUJTmu2hw","The Good Egg - Park Central","3110 N Central Ave
Ste 179
Phoenix, AZ 85012","Phoenix","AZ",3.5,"['Breakfast & Brunch', 'Restaurants']",2,3.805,4.2,3.83913043478261,3.94,-1,3.22,-1,3,8,9,0
"4mPaDuo9urNu43xJ3KefMg","Cousins Subs","4801 E Washington St
Suite 1
Phoenix, AZ 85034","Phoenix","AZ",3.5,"['Delis', 'Sandwiches', 'Restaurants']",1,3.86666666666667,4,3.86666666666667,-1,-1,-1,-1,0,5,5,0
"4MZBPKr4Kmw_5hiElostjw","Bar Maximus","214 W Roosevelt St
Phoenix, AZ 85003","Phoenix","AZ",3.5,"['Bars', 'Food', 'Beer, Wine & Spirits', 'Wine Bars', 'Nightlife', 'Gastropubs', 'Restaurants']",2,4.15294117647059,4.15,4.12,4.2,-1,3.4,-1,2,16,16,1
"4mZ__NR8jLD1k0rYpSbplA","Outback Steakhouse","4715 E Cactus Rd
Phoenix, AZ 85032","Phoenix","AZ",3.5,"['Steakhouses', 'Restaurants']",2,3.99285714285714,3.95,3.95806451612903,-1,-1,-1,-1,1,5,5,1
"4NMElef11_YmVzxOpcsALg","Pitic Restaurant","1580 E Pima St
Phoenix, AZ 85034","Phoenix","AZ",4,"['Mexican', 'Restaurants']",1,3.7,-1,3.7,-1,-1,-1,-1,1,10,10,0
"4nnMgD9X62YrMqkQKhx-Pg","Wok Box","2100 S Gilbert Rd
Ste 10
Chandler, AZ 85286","Chandler","AZ",3,"['Thai', 'Asian Fusion', 'Chinese', 'Restaurants']",1,3.63,3.5,3.62380952380952,-1,4.3,-1,-1,0,2,2,0
"4NPD3ecBbUdfcS9FAuwJIA","Chanpen Thai Cuisine","2727 E Broadway Rd
Phoenix, AZ 85040","Phoenix","AZ",4.5,"['Thai', 'Restaurants']",1,4.45,-1,4.45,-1,-1,-1,-1,0,7,7,0
"4nWKKGZGFc4nWUbJTunMAw","Asian Seafood Buffet","668 N 44th St
Ste 101
Phoenix, AZ 85008","Phoenix","AZ",2.5,"['Seafood', 'Chinese', 'Restaurants']",2,3.8,4.05,3.95,4.2,-1,3.6,4.05,0,10,10,1
"4O8NrAHjO6Tb_Xa_YT-Xjg","Schlotzsky's","9016 N Black Canyon Hwy
Phoenix, AZ 85051","Phoenix","AZ",3,"['Fast Food', 'Sandwiches', 'Restaurants']",1,3.73333333333333,4.3,3.74285714285714,-1,-1,3.8,4.1,0,9,9,1
"4ocBzpAkIrqXvz1Q6Hysjg","Little Caesars Pizza","822 E Union Hls Dr
Ste 18D
Phoenix, AZ 85024","Phoenix","AZ",3.5,"['Pizza', 'Restaurants']",1,3.76666666666667,3.95,3.96,-1,-1,-1,-1,0,8,8,0
"4ooadWj66YJ3h4qRRfsxMw","Ploythai Bistro","2330 N Alma School Rd
Ste 116
Chandler, AZ 85224","Chandler","AZ",4,"['Thai', 'Restaurants']",2,3.94285714285714,4.13333333333333,3.91176470588235,4.2,-1,-1,4.6,0,5,5,0
"4pBklPWQZSeuj5xynAEOYg","Los Portales","2814 N 35th Ave
Phoenix, AZ 85009","Phoenix","AZ",2.5,"['Mexican', 'Restaurants']",2,3.83333333333333,4,4.06666666666667,-1,-1,-1,-1,0,11,11,0
"4qOPELunTvPQsmmnLDr4Jw","California Pizza Kitchen","10100 Scottsdale Rd.
Scottsdale, AZ 85253","Scottsdale","AZ",3.5,"['American (Traditional)', 'Pizza', 'Restaurants']",2,3.765,4.11428571428571,3.888,4.225,-1,4.33333333333333,4.05,0,7,7,0
"4QtD359vkU7Jq8vP0uQEww","Thai Paradise","918 N Alma School Rd
Chandler, AZ 85224","Chandler","AZ",4,"['Thai', 'Restaurants']",1,3.99090909090909,3.9,4.03333333333333,-1,-1,-1,-1,0,5,5,0
"4r9-iKOagzn5oUvPE9Bz4Q","Province Urban Kitchen & Bar","333 N Central Ave
Phoenix, AZ 85004","Phoenix","AZ",3.5,"['Bars', 'Breakfast & Brunch', 'Burgers', 'Nightlife', 'Lounges', 'Restaurants']",2,3.81964285714286,3.904,3.83584905660377,3.94166666666667,4.2,4.12857142857143,3.75,14,26,28,17
"4R9JACE_IlRYFNgVMiTzBg","Genuine Fresche","4040 S Arizona Ave
Ste 15
Chandler, AZ 85248","Chandler","AZ",4,"['Food', 'Live/Raw Food', 'Juice Bars & Smoothies', 'Vegan', 'Restaurants']",1,3.81538461538462,3.5,3.86,3.6,-1,-1,-1,0,0,0,0
"4rcOm0NnQkBanyS5g7TSNg","El Nuevo Taquito","3237 E McDowell Rd
Phoenix, AZ 85008","Phoenix","AZ",4,"['Mexican', 'Restaurants']",1,3.925,4.6,3.94,-1,-1,-1,-1,1,9,9,0
"-4RFDwrW_OI39zA55FqDpw","Miracle Mile Delicatessen","4433 N 16th St
Phoenix, AZ 85016","Phoenix","AZ",4,"['Delis', 'American (Traditional)', 'Sandwiches', 'Restaurants']",2,3.95,-1,4,-1,-1,-1,-1,0,6,6,0
"4RsM5U2poPyQZsaefj85lA","Hing Loon Chinese Ex","4935 W Glendale Avenue
Glendale, AZ 85301","Glendale","AZ",3.5,"['Chinese', 'Restaurants']",1,3.95,-1,4.04285714285714,-1,-1,-1,-1,0,12,12,0
"4rySWsfL5enT7t4XuVNJuQ","Jerry's Restaurant","2323 E Thomas Rd
Phoenix, AZ 85016","Phoenix","AZ",3.5,"['Diners', 'Restaurants']",1,3.42857142857143,4.45,3.825,3.3,-1,3.5,-1,0,10,10,0
"4sE8irsM-l6Y-Npodmx9kA","Pizza Hut","3375 E Shea Blvd.
C2
Phoenix, AZ 85028","Phoenix","AZ",2.5,"['Italian', 'Pizza', 'Chicken Wings', 'Restaurants']",NA,3.975,4.15,4.02,4.4,-1,4.5,-1,1,12,12,0
"4SEaQmnUIpqZXPyCmHZc1A","Nook Kitchen","3623 E Indian School Rd
Phoenix, AZ 85018","Phoenix","AZ",4.5,"['Restaurants', 'American (New)', 'Pizza', 'Italian']",2,4.12857142857143,4.15555555555556,4.13125,4.36,-1,-1,4.5,0,5,5,0
"4sW8Z6NLXLRkruSKSKUEUw","Hob Nobs Cafe & Spirits","149 W McDowell Rd
Phoenix, AZ 85003","Phoenix","AZ",4,"['Delis', 'Cafes', 'Restaurants']",1,3.9875,4.15,3.905,4,-1,-1,4.2,1,15,15,0
"4SwDarJGXaUPGv8QpmpHxQ","Ruby Tuesday","4550 E Cactus Rd
Phoenix, AZ 85032","Phoenix","AZ",4,"['American (Traditional)', 'Restaurants']",NA,3.87407407407408,3.78,3.9,3.93333333333333,4.5,-1,4.6,1,6,6,0
"4TEiMrW7OmpUgBXONg1tQw","Hometown Buffet","700 W Warner Rd
Chandler, AZ 85225","Chandler","AZ",2.5,"['Restaurants']",2,3.83333333333333,4.2,3.66,4.2,-1,-1,-1,0,3,3,0
"4tm9oc4zpm1jSBTjrXOJcg","Chronic Tacos","3121 W Peoria Ave #104
Phoenix, AZ 85029","Phoenix","AZ",3,"['Caterers', 'Fast Food', 'Mexican', 'Event Planning & Services', 'Restaurants']",1,3.78947368421053,3.2,3.83636363636364,3.86666666666667,-1,-1,-1,0,13,13,0
"4T-oySmxM_-ojR_nTqF7pA","Golden Bowl Chinese Food","3208 E Cactus Rd
Phoenix, AZ 85032","Phoenix","AZ",3.5,"['Chinese', 'Restaurants']",2,3.475,4,3.38571428571429,2.6,-1,-1,-1,0,6,6,0
"4TqCyWoWmUpghIVAiSo--g","Basis New American","410 E Thunderbird Rd
Phoenix, AZ 85022","Phoenix","AZ",4,"['American (New)', 'Restaurants']",2,3.76153846153846,4,3.8125,3.45,-1,-1,-1,0,7,7,0
"4Ur1TXCPMgicKaYlmw24ow","Saffron JAK Original Stonebread Pizzas","300 W Osborn Rd
Phoenix, AZ 85013","Phoenix","AZ",5,"['Food', 'Pizza', 'Food Trucks', 'Restaurants']",1,3.95,4.4,3.95714285714286,4.05,-1,3.32,-1,1,12,13,0
"4uuUxywiTmzzOHxRrcxZLQ","Panda Express","4040 S Arizona Ave
Chandler, AZ 85248","Chandler","AZ",2.5,"['Chinese', 'Restaurants']",2,3.81538461538462,3.5,3.88571428571429,3.7,-1,-1,-1,0,0,0,0
"4uvdld7zvWk05RZuI9rDPA","Bill Johnson's Big Apple Restaurants","3101 W Indian School Rd
Phoenix, AZ 85017","Phoenix","AZ",3.5,"['American (Traditional)', 'Restaurants']",2,2.7,4.45,3.275,3.5,-1,-1,4.3,0,6,6,0
