"business_id","name","latitude","longitude","categoies"
"p1sX2UVxEjPzd92LtP3c4g","Angie & Jimmie's Italian Pizza","33.4950335","-112.1263039","['Italian', 'Pizza', 'Salad', 'Restaurants']"
"X3bldSWre7nBLjMXCjE9Dw","Jack in the Box","33.509208","-112.1175381","['Fast Food', 'Restaurants']"
"p4q6LcHoC-W8XoKfXNoJeQ","Dairy Queen","33.5096846","-112.118456","['Food', 'Ice Cream & Frozen Yogurt', 'Fast Food', 'Restaurants']"
"1AMncE6Lxdr6J9PeqZi4nA","Bill Johnson's Big Apple Restaurants","33.4506964","-112.0000523","['Steakhouses', 'Barbeque', 'Restaurants']"
"HRTg-u2fBf_XzBSUgd6sqQ","Mariscos Ensenada","33.4958611","-112.1174987","['Mexican', 'Restaurants']"
"pfTvVee_dAieMqoeomVtTg","Tonys Original Burger Factory","33.480085","-112.13332","['Burgers', 'Restaurants']"
"ai4e0PDmLLrlieV1oeo3XA","Shanghai Express","33.4809299","-112.1305993","['Chinese', 'Restaurants']"
"eI7bKGWMMdOFf3Nxo6Q4jw","Mariscos Mi Lindo Mazatlan","33.480835","-112.133317","['Mexican', 'Restaurants']"
"1iJA5fYMDLjCE8PBrt4kMg","Lunch Time Cafe","33.485845","-112.134374","['Cafes', 'Restaurants']"
"wAs-stW0HP6OXVXdpawnBQ","Dong-A","33.5081911","-112.134648","['Vietnamese', 'Restaurants']"
"hMd49yw32d7I0Kk1ZIOeXg","Arby's","33.537836","-112.134813","['American (Traditional)', 'Restaurants']"
"0db71MbrvcJnyk71COCJBg","Great Wall Cuisine","33.5108725","-112.1341823","['Cantonese', 'Dim Sum', 'Chinese', 'Restaurants']"
"xEwujSrjqGK_dWJ28YSQiQ","Filiberto's Mexican Food","33.5092158","-112.1338429","['Mexican', 'Restaurants']"
"8SoWH_iOdZD1OvebCwJUbg","Denny's","33.524340574","-112.133794855","['American (Traditional)', 'Diners', 'Restaurants']"
"__CQhr0M-OpKdu0DXgGcaQ","Sylvia's La Canasta","33.4952465","-112.1410799","['Mexican', 'Restaurants']"
"KSKlspZY6FqTuYZvNbkecQ","La Huasteca Mexican Foods","33.5091908","-112.1349172","['Mexican', 'Restaurants']"
"O4E5IXT6zVJ3VpbYHqxRug","Pizza Mia","33.5243739707","-112.149998081","['Italian', 'Pizza', 'Salad', 'Restaurants']"
"3ed5LXW0Tqdhxdl8V6NPvw","Streets of New York","33.5236136","-112.1501933","['Pizza', 'Restaurants']"
"u1szzmBt9M5s86s446watA","Table Top Grill And Sushi","33.5239046","-112.1493903","['Korean', 'Sushi Bars', 'Restaurants']"
"gF5zLXzjQ0hqli5Xn3Pccw","Pizza Hut","33.5097421","-112.1365527","['Italian', 'Pizza', 'Chicken Wings', 'Restaurants']"
"lykHOB7mmtC05NzlhyvbpA","Domino's Pizza","33.5667425","-112.1025362","['Sandwiches', 'Pizza', 'Chicken Wings', 'Restaurants']"
"CAhyiTcoGeAqaP018FX0cQ","Einstein Bros Bagels","33.553848","-112.098188","['Food', 'Breakfast & Brunch', 'Bagels', 'Delis', 'Restaurants']"
"PVO1QrMnmRXNoyITgt3o4g","Pizza Hut","33.5551465","-112.1005889","['Italian', 'Pizza', 'Chicken Wings', 'Restaurants']"
"YaB2hKgWUaqAWnCA6YWD7g","El Pollo Loco","33.553485","-112.110289","['Fast Food', 'Mexican', 'Restaurants']"
"K28O8R76bJFUt57ScN46Mw","Athen's Gyros & Pasta","33.5531353","-112.1091775","['Greek', 'Mediterranean', 'Restaurants']"
"XIeteOw2pKgLiOP6_VzWzA","La Oaxaquena Mexican Restaurant","33.5811868","-112.1001749","['Mexican', 'Restaurants']"
"_-TRcD1fi3Eq6U0tEb6Qnw","Lone Star Steakhouse & Saloon","33.5768931","-112.1161256","['Steakhouses', 'Restaurants']"
"lSmzpTl9XT2MdgKA9GcNjg","Silver Dragon Chinese Restaurant","33.566809","-112.100097","['Chinese', 'Restaurants']"
"XQM004tccGb-zLz4huUKQg","Underwraps Cafe","33.5671067","-112.1027189","['Sandwiches', 'Restaurants']"
"KqYY2rwD8ymjU9mVJwiuRQ","Panda Gourmet","33.5682459","-112.100125","['Chinese', 'Restaurants']"
"NQhPkGeHiljeg7tXPTHJeA","Sweet Tomatoes","33.577953","-112.116157","['Vegetarian', 'Buffets', 'Salad', 'Restaurants']"
"_7OvxfAje3XDZuSzguF6iA","Eye Opener Family Restaurant","33.571608","-112.081336","['Breakfast & Brunch', 'Restaurants']"
"jNyjPyaGJVoaUuyQzWgILg","Subway","33.5667425","-112.1025362","['Fast Food', 'Sandwiches', 'Restaurants']"
"2to5b5taseO9zZ9tnQqhlw","Gyro's House","33.553457","-112.098337","['Greek', 'Mediterranean', 'Restaurants']"
"ZShuQrMfLOmnUQbLP3dwpw","Los Compadres","33.5531369","-112.1093066","['Mexican', 'Restaurants']"
"tnHvCJ6kYQ1droyl_6Tg4Q","Burger King","33.553619","-112.109215","['Burgers', 'Restaurants']"
"qNpNPI-f2Y2eg364-V0deQ","Tu DO Restaurant","33.551961","-112.100102","['Vietnamese', 'Restaurants']"
"Jj7bcQ6NDfKoz4TXwvYfMg","Fuddruckers","33.566989","-112.116243","['Burgers', 'American (Traditional)', 'Restaurants']"
"snAVeziqOvetlqrHPLJV9A","Sonic Drive-In","33.5732358","-112.1001069","['Burgers', 'Fast Food', 'Restaurants']"
"TgxDGx7L_JICWbuBUCGVqw","Fajitas A Sizzlin Celebration","33.5764031","-112.1162617","['Mexican', 'Tex-Mex', 'Restaurants']"
"4780MrclJEFGp8MDf9_U2g","Big Burrito Mexican Food","33.5675973","-112.1007214","['Mexican', 'Restaurants']"
"kJ2aJFIJIK_Hnr8aj043kw","Outback Steakhouse","33.5752011","-112.116193","['Steakhouses', 'Restaurants']"
"Bui7TEFaPwuZtW5QQg2oFQ","Sushi Q","33.5657923","-112.0991561","['Sushi Bars', 'Japanese', 'Restaurants']"
"E_wJCQ9L_0w5tJyrvr0lJQ","First Watch","33.574046","-112.116641","['Breakfast & Brunch', 'Cafes', 'American (Traditional)', 'Restaurants']"
"a4wVLeSHNSHyGGbanNuCUg","Chen Wok Express","33.5553217","-112.0991244","['Chinese', 'Restaurants']"
"X_F-3w3Z1omxWpItnWDH9g","Let's DO Lunch","33.5698075","-112.1135547","['American (New)', 'Restaurants']"
"uB_d4EZ6Jv1smugIhlIYhw","Blimpie","33.5671868","-112.1151852","['Sandwiches', 'Restaurants']"
"PSAK5sUss8yiN7Q_72Zlxw","Boston Market","33.553471","-112.099212","['American (Traditional)', 'Comfort Food', 'Barbeque', 'Restaurants']"
"oiLe3lqMFaZtsSpRuIUChw","Las Glorias Grill","33.5524748","-112.0990906","['Mexican', 'Restaurants']"
"lPAHpSIc2MvY06bWxrFRiw","SteakenBurger / Long Wongs Wings","33.5672292","-112.1034416","['Burgers', 'Pizza', 'Chicken Wings', 'Restaurants']"
"5X9iW2qF5ecY78v35b5iWQ","Denny's Restaurant","33.553663","-112.109708","['Breakfast & Brunch', 'Diners', 'Restaurants']"
"-0bUDim5OGuv8R0Qqq6J4A","IHOP","33.5396894","-112.0991833","['Bakeries', 'Food', 'Breakfast & Brunch', 'Restaurants']"
"xWzKjBBAGxq-nbXzTYikyw","Alfredo's Deli","33.5710245","-112.0847","['Restaurants']"
"5EWVJZd9cSAMwkrwgOFd6Q","El Gran Taco","33.5716933","-112.083509","['Mexican', 'Restaurants']"
"0EBR4wDqtkbMC-wghpctEg","Samurai Sam's","33.6407079","-112.0812903","['Japanese', 'Restaurants']"
"7fJgNpljbi1d7wjdsPcPcw","Wendy's","33.6114106","-112.1129647","['Burgers', 'Fast Food', 'Salad', 'Restaurants']"
"rr44srj5pxejML-W1Wx0IA","Taco Bell","33.63994","-112.08032","['Fast Food', 'Mexican', 'Tex-Mex', 'Restaurants']"
"ff_QnODW0vqNWZPSTVQTsQ","Goodcents Subs & Pastas","33.6532509","-112.0993786","['Fast Food', 'Restaurants']"
"HRjDpeJOL02ZqwrYgtHV_A","Mercado Y Carniceria Sepulved A","33.6400515","-112.0974932","['Mexican', 'Restaurants']"
"pa_Ft6pLLWo-w_iopBsu0g","Golden Panda","33.612328","-112.0992761","['Fast Food', 'Chinese', 'Restaurants']"
"HmieoxfEuZT91ojxluadZg","Shenanigans Bar & Grill","33.6408134","-112.1080154","['Bars', 'American (Traditional)', 'Nightlife', 'Restaurants']"
"6dBsmlgIZhpYG4OL6J5mWA","Amelios Pizza & More","33.6403155","-112.0966147","['Pizza', 'Restaurants']"
"scr5gHaPC_36GtaCxmJEHA","Caramba Fresh Mexican Food","33.6403418","-112.1106724","['Food', 'Mexican', 'Restaurants']"
"0_3hrGrrP-J5eeHRwQfZ6w","Macayo's Mexican Kitchen","33.6107116","-112.1006458","['Mexican', 'Restaurants']"
"HAMKYsgtJ6fEBUZzTMhZwA","Barro's Pizza","33.6117852","-112.1105198","['Italian', 'Pizza', 'Restaurants']"
"za5sHh-jpdMtQEmmV8gbnw","McDonald's","33.639727","-112.099224","['Burgers', 'Fast Food', 'Restaurants']"
"tEvGNTPLV01OiUt_SKn2Ww","Jack-In-the Box Drive Thru","33.640581","-112.0978148","['Fast Food', 'Restaurants']"
"uMO2dbCPPXNlifLqmDcVhQ","Burger Mania","33.640453","-112.108785","['Burgers', 'Restaurants']"
"XBpxFy0h7KE-GtKuCX2JQw","Sonic Drive-In","33.6426268","-112.1003364","['American (Traditional)', 'Fast Food', 'Restaurants']"
"lHFsO4nIwwgjC_oQYqfAPg","Ramiro's Mexican Food","33.6402587","-112.0936145","['Mexican', 'Restaurants']"
"nY2QBNMEfT3j68j-DHOGyg","Waffle House","33.6406079","-112.1127478","['Burgers', 'American (Traditional)', 'Restaurants']"
"3fNGtIfuHwt0-DD9SSjO6Q","China Garden Restaurant","33.6419655","-112.0996988","['Buffets', 'Chinese', 'Restaurants']"
"I7IfnWW1nXljC4ZGqwPe-w","Manuel's Mexican Restaurant","33.6396215","-112.0877863","['Mexican', 'Restaurants']"
"0MQ3inDAuiq43TN9hw_Rbw","Sonic Drive-In","33.6539661","-112.1323768","['American (Traditional)', 'Fast Food', 'Restaurants']"
"vJPehU-xd1p_-L0O7IwTjQ","Little Caesar's Pizza","33.654712","-112.1007388","['Pizza', 'Restaurants']"
"EEC7t11ciQ6XUjkudRbYSg","Waffle House Restaurant","33.6834022","-112.1162896","['Breakfast & Brunch', 'Restaurants']"
"lPtTXn7_VOwqypZs07j2nA","Luna Pizza & Restaurant","33.6675176","-112.1203859","['Pizza', 'Sandwiches', 'Restaurants']"
"3yMneVFhBePIBtCGdboc7Q","Sardella's Pizza & Wings","33.65596","-112.098494","['Italian', 'Pizza', 'Chicken Wings', 'Restaurants']"
"9Y5kXneSwv-l-8TODZWQAQ","Taco Bell","33.683674","-112.100217","['Fast Food', 'Mexican', 'Tex-Mex', 'Restaurants']"
"fmpEjlZhFlMHaGmsKJlUTg","The Other Q Bar and Grill","33.6756028","-112.1004297","['Nightlife', 'Seafood', 'American (Traditional)', 'Bars', 'Restaurants']"
"MQjBx1iVmIz6uI9T0DIkKw","Charley's Grilled Subs","33.6666993","-112.1236355","['Delis', 'Sandwiches', 'Salad', 'Restaurants']"
"FG7Js2aMD6NtMMRI0C8Arw","Rubio's Fresh Mexican Grill","33.6666997","-112.1233078","['Mexican', 'Restaurants']"
"LSoRoX3DDsX8YgqTQpQuTQ","Pizza Hut","33.6702654","-112.1181065","['Italian', 'Pizza', 'Chicken Wings', 'Restaurants']"
"6Q_WeP3JxYoFciwcjMStWw","Samurai Sam's","33.6666993","-112.1236355","['Japanese', 'Restaurants']"
"hnOGdF42m6Cwuuh5iuaXbA","Romano's Macaroni Grill","33.6676414","-112.1222972","['Restaurants', 'Italian']"
"35Om8exyCLHWeijbxDPB1w","McDonald's","33.6550002","-112.0824801","['Burgers', 'Fast Food', 'Restaurants']"
"3tk6Syyz5i967Ifuz_4o3w","Oriental Express","33.65596","-112.098494","['Sushi Bars', 'Chinese', 'Restaurants']"
"VCCOmfNKYif3GA0YwsnoVg","Rosati's Pizza","33.655105","-112.081705","['Pizza', 'Restaurants']"
"Jt1tVmCN1jwnXc3sSULqTQ","McDonald's","33.6832965","-112.1082641","['Burgers', 'Fast Food', 'Restaurants']"
"VNAwZUh2pLSAn9oGpYBC7w","Full Belly Deli","33.68302","-112.0752948","['Sandwiches', 'Restaurants']"
"Sodko0hlMg7F5doNJGKcWQ","Claim Jumper","33.667839","-112.125528","['Steakhouses', 'Seafood', 'American (Traditional)', 'Restaurants']"
"wJGJt3NPaHvE-GMIeN-H5Q","Jack In the Box","33.6833362","-112.1062985","['Fast Food', 'Restaurants']"
"6S3zqOG3NyYTc8r6LwvM7g","Burrito Bandito","33.65596","-112.098494","['Mexican', 'Restaurants']"
"jqbrMBRsByyVBm8OoQ9dWA","Cracker Barrel Old Country Store","33.6816724","-112.1140457","['Breakfast & Brunch', 'Restaurants']"
"IwhkOh4fPsiU7TThIsz6Og","Bamboo Grille","33.6664543152","-112.124526978","['Japanese', 'Chinese', 'Restaurants']"
"i98vDwJCbC4RHvDo0_XQuw","Denny's","33.6833097779","-112.115031002","['Breakfast & Brunch', 'American (Traditional)', 'Restaurants']"
"flMu0Tz5RsaMzr6K8kg1EA","Rolibertos Mexican Food","33.6552463","-112.1326498","['Mexican', 'Restaurants']"
"O8VZStQqbwvHb8aayyTIWg","Wendy's","33.6714433","-112.1178914","['Burgers', 'Fast Food', 'Restaurants']"
"wEsor9I2DcyYoR3brlqIMw","Panda Express","33.6666993","-112.1236355","['Chinese', 'Restaurants']"
"y6-RZAlmtssiqo0OM7lCUw","Wendy's","33.684219","-112.1083509","['Burgers', 'Fast Food', 'Restaurants']"
"H3IBlFr4WTmMupkUcX7cDA","Sonic Drive-In","33.683286","-112.101067","['Fast Food', 'Restaurants']"
"8bb8t2Y8y5vlMQ3dYi3Uvg","Jack-In-the Box Drive Thru","33.6659056","-112.1177695","['Fast Food', 'Restaurants']"
"I3KRHQvoLB6O_MZ2-UpynQ","Pink Lotus Express","33.6559721","-112.13388","['Seafood', 'Chinese', 'Restaurants']"
"GVUtuBmDdvXxXtjrvHHJnQ","The Flight Line Bar and Grill","33.6867919","-112.1002561","['Bars', 'American (Traditional)', 'Dive Bars', 'Nightlife', 'Sports Bars', 'Restaurants']"
"iYr8t8RVPCiWABBO4I6HgA","Del Taco","33.6547141","-112.0976715","['Mexican', 'Restaurants']"
"NWtC07BxIqQp76kugbvynA","5 & Diner Deer Valley","33.6707553","-112.1178555","['American (New)', 'Restaurants']"
"iAHNZo6GF4C3N-z8u2C_ww","Arby's","33.6842049","-112.1072844","['Fast Food', 'Restaurants']"
"51iJ7zyvay9N_COWV0is_g","Mister Wong","33.5829417","-112.0993303","['Chinese', 'Restaurants']"
"ubfD6-I73lP00v0fkx-keQ","Anzios Italian Restaurant","33.5986481057","-112.12037371","['Restaurants', 'Pizza', 'Italian']"
"5bzUWGZO13J1PsYCK14sCg","Sardella's Pizza & Wings","33.5981698","-112.1507483","['Food Delivery Services', 'Food', 'Caterers', 'Event Planning & Services', 'Italian', 'Restaurants']"
"_91nx0Tz61WQIX2fpS7wDQ","Quiznos","33.5981698","-112.1507483","['Fast Food', 'Sandwiches', 'Restaurants']"
"uptdn_hZsuJOCp5WCKJxjQ","Jack-In-the Box","33.5827219","-112.150996","['Burgers', 'Restaurants']"
"vuTdngoxZdbJdbno8IK3Kw","Rolando's Mexican Food","33.5833363","-112.1336865","['Mexican', 'Restaurants']"
"HLQ2dpyfLcva120pCSLvfA","Humberto's Mexican Food","33.5968607","-112.1356308","['Mexican', 'Restaurants']"
"H03D-h5UwPXOv64W5Iqn_Q","Country Boys Restaurant #110","33.599047","-112.134314","['Diners', 'Restaurants']"
"r67TiLEb5K1nnacFCEQ0jQ","Burger King","33.609882","-112.133437","['Burgers', 'Restaurants']"
"VF9wvcgVPDVa9LBDHPrXuw","Stackers Restaurant","33.5961902","-112.1206299","['Pubs', 'Bars', 'American (Traditional)', 'Nightlife', 'Restaurants']"
"apEkYsUz31lI3tcJoC4HbA","Garcia's Mexican Restaurants","33.581387","-112.13188","['Mexican', 'Restaurants']"
"9LWHrYjDQNjFSNH6VbSFrg","Ming's Pagoda","33.595369","-112.099013","['Chinese', 'Restaurants']"
"JmKgenzB37i3xcK0rJkDmQ","Great Wall Buffet","33.5823628","-112.1498845","['Buffets', 'Chinese', 'Restaurants']"
"awJTMRbRbrLRZirPe2DXJA","Church's Chicken","33.59608","-112.134447","['Chicken Wings', 'Restaurants']"
"EFxaUHb6UwOpsvIIdZk-Ng","China Harvest Buffet","33.597456","-112.1198577","['Buffets', 'Chinese', 'Restaurants']"
"fYSOdexjrBTiJRzKhZpBWA","McDonald's","33.58148","-112.133613","['Burgers', 'Fast Food', 'Restaurants']"
"bU4ZRr07Y6DFayPK3kKFsw","Wendy's","33.5813723","-112.1242145","['Burgers', 'Fast Food', 'Restaurants']"
"QTXksIu_qTiHBXYju0FjNg","Samurai Sam's","33.5815112","-112.1251555","['Japanese', 'Restaurants']"
"Mfa0aFvpjQ5llU3dq71i6Q","Church's Chicken","33.582485","-112.0992947","['Chicken Wings', 'Restaurants']"
"s0kRiHawc3BlFAU8I-GU9w","Subway","33.5813089","-112.1231013","['Fast Food', 'Sandwiches', 'Restaurants']"
"1B5vpxnZYXKil_k5d5MpEQ","Taco Bell","33.58216","-112.134388","['Fast Food', 'Mexican', 'Tex-Mex', 'Restaurants']"
"9xsmSRFD8riQF7UCBrD88g","La Parrilla Suiza","33.582048","-112.1347164","['Mexican', 'Restaurants']"
"reMYkuDhLk4raAviOFtvOQ","Lenny's Burger Shop","33.6095285045","-112.134235367","['Burgers', 'American (Traditional)', 'Hot Dogs', 'Restaurants']"
"EqyNGesG22jNfNT5pmfYgw","Shangri-La Chinese","33.5961902","-112.1206299","['Chinese', 'Restaurants']"
"NFoVdVCLmJ4InK4g6GYgKQ","Captain Bill's Subs","33.5837159","-112.133562","['Sandwiches', 'Restaurants']"
"WBDFE5PtCeL6x2YQRskZnA","Pizza Hut","33.6096458","-112.1343297","['Italian', 'Pizza', 'Chicken Wings', 'Restaurants']"
"bsDkiuoIA7_ecWTjG6ifwA","Jack in the Box","33.4801828","-112.152642","['Burgers', 'Restaurants']"
"LeTMz4hrsdHhiS-vNBj82A","Little Dragon Chinese Restaurant","33.48001","-112.15312","['Chinese', 'Restaurants']"
"hZnyMKyQY_EaFQ2Sq73AMg","La Pupusa Loca","33.4804804","-112.1529177","['Latin American', 'Restaurants']"
"ojCJLdq4pLIvumBdEtxN_Q","La Salsita","33.4923361","-112.1513343","['Restaurants']"
"nE-qMmKkYEuT0onFTLDFtg","May Garden Restaurant","33.495442","-112.1852118","['Buffets', 'Chinese', 'Restaurants']"
"RcufSDfRpeaxLm875axrDQ","Golden Nugget Chinese Buffet","33.4946022","-112.1668845","['Chinese', 'Restaurants']"
"JLAv7wuaVp9VSo2n_kHOlQ","Tokyo Express","33.4964589","-112.1672899","['Japanese', 'Restaurants']"
"b5sP47L2NiBXqbsiOnR7cw","Mariscos Altata","33.495432","-112.185569","['Mexican', 'Restaurants']"
"a2rP52PGQtyAXCsoUc-PYg","Burger King","33.4955913","-112.1522673","['Burgers', 'Restaurants']"
"TLFPee56Ki7cJKZ8zpl-Pw","Denny's","33.4958822615","-112.16924943","['Breakfast & Brunch', 'American (Traditional)', 'Restaurants']"
"20Tb7OGLHicQoT3hldwGaw","McDonald's","33.4808396","-112.1842813","['Burgers', 'Fast Food', 'Restaurants']"
"uflQ_lKBfS6WknNlm_HK8g","Sizzler","33.4953232","-112.1683661","['Seafood', 'Steakhouses', 'American (Traditional)', 'Restaurants']"
"R2M90cHdYRUYVB4VzA_fYg","Wendy's","33.4947832","-112.1716493","['Burgers', 'Fast Food', 'Restaurants']"
"egewu6VzoA8uNG7IPmzmdA","Presto Pizza & Wings","33.4935537","-112.1694714","['Pizza', 'Restaurants']"
"dCUnkEiVCr724xl9JNJACg","Long Wong's Hot Wings","33.4957046309","-112.154119736","['Chicken Wings', 'Restaurants']"
"dCjIsHdc-IoOmfMt7qqZJA","Chinese Gourmet Buffet","33.4944863","-112.1737689","['Buffets', 'Chinese', 'Restaurants']"
"DRekXCjdmPESqDpwaQ0x2w","Tortas Paquime","33.4968935","-112.1536174","['Mexican', 'Restaurants']"
"gBexinoctpKpwhyxAMZ_wA","Long Wongs","33.481561","-112.2216231","['American (Traditional)', 'Restaurants']"
"NaOoL6mqtdyR3wikXSeP6w","Del Taco","33.4951752","-112.202809","['Mexican', 'Restaurants']"
"m3-p0XIYBQdR4VzbHpUpXQ","Genie G's","33.4942713","-112.2178347","['American (New)', 'Restaurants']"
"8s392ZpX8dfO5Ol2RdQISQ","El Pollo Loco","33.4944599","-112.200857","['Fast Food', 'Mexican', 'Restaurants']"
"YuEdJcnZQv8XXAoP6GgClg","Canton Dragon","33.4942468","-112.2167129","['Chinese', 'Restaurants']"
"hhaUz_YCmU7OfSR10uJGrQ","Panda Express","33.4806244","-112.2210753","['Chinese', 'Restaurants']"
"jTS6_YWSXBw7cy9HhAjNZQ","Sonic Drive-In","33.4807958","-112.2046676","['Fast Food', 'Restaurants']"
"w4NZRieE41M--lCZ5su0uw","Jack In the Box","33.508427","-112.236714","['Fast Food', 'Restaurants']"
"C0Oax-LBEFf0mmPSugymEQ","Lim's Chinese Restaurant","33.494652","-112.2221676","['Chinese', 'Food', 'Ethnic Food', 'Specialty Food', 'Cantonese', 'Restaurants']"
"D91dby6NHj13Cp7cDIj4TQ","Grandpa's Pizza","33.4792484","-112.2183881","['Pizza', 'Restaurants']"
"E2BMYajnI3USNpABFdBn6Q","Macayo's Mexican Restaurants","33.479524","-112.227821","['Mexican', 'Restaurants']"
"GNZuoHxehd_3Kej7eXj8iQ","Good China Restaurant","33.4813036","-112.2023452","['Chinese', 'Restaurants']"
"Cdnp0HbJ4wVlzffuueG45w","Happy Food","33.4798719","-112.203786","['Chinese', 'Restaurants']"
"mVcSgP9JneHL4oz9FQPhnw","Mariscos Ensenada 4","33.4819405","-112.1857258","['Seafood', 'Restaurants']"
"OkrQmezVphjEnYQg7ngAbA","Pizza Patron","33.4939412","-112.2369546","['Pizza', 'Restaurants']"
"o70dr8iwKpHpg0_wjkA0Rw","Rivas Mexican Food","33.493295","-112.220979","['Mexican', 'Restaurants']"
"1uz7Z7gDFMu0IsXYDmflyg","Papa John's Pizza","33.507622","-112.2382851","['Pizza', 'Restaurants']"
"64S2SGzu2YglvmTkqu3mUQ","Domino's Pizza","33.4667576","-112.1674908","['Sandwiches', 'Pizza', 'Chicken Wings', 'Restaurants']"
"z0xEfgr1-lDqVatrX-rf-A","Rice To You","33.4659907","-112.1696037","['Chinese', 'Restaurants']"
"pdsK3YZfXZbzOEVpGNcilg","Waffle House","33.4670876585","-112.168103456","['Breakfast & Brunch', 'Restaurants']"
"4iMQGPFeMhbduKTWrwtWNg","Crossroads Bar & Grill","33.4667576","-112.1674908","['Bars', 'American (Traditional)', 'Nightlife', 'Restaurants']"
"tNdb_01AHU3O1_ISE2Mf1w","Las Cazuelas Mexican Food Restaurant","33.4663506","-112.1711226","['Mexican', 'Restaurants']"
"UF1NxzXlRa1Qa3uo_XODsA","Burger King","33.4664053","-112.1697242","['Burgers', 'Restaurants']"
"ot4Of_A9onKHoVt4XU7v5g","Sonic Drive-In","33.465469","-112.167962","['American (Traditional)', 'Fast Food', 'Restaurants']"
"PYfbYi0M_q8sTmVBaocyow","El Pollo Loco","33.4655756","-112.1673163","['Fast Food', 'Mexican', 'Restaurants']"
"5QOitecMgPwjT8RbUAQdig","Red Lobster","33.4787353","-112.2213794","['Seafood', 'American (Traditional)', 'Restaurants']"
"5GpvSL1tlAjpgdJKZ5eLpg","Texas Roadhouse","33.4673054","-112.2211163","['American (Traditional)', 'Steakhouses', 'Barbeque', 'Restaurants']"
"AMvEtuSRdXzb4abwFgL8Dw","Church's Chicken","33.466241","-112.2047771","['Fast Food', 'Restaurants']"
"RIPnl1BAUaY2rSW8cPuQWQ","Star Wok","33.4720551","-112.2370041","['Chinese', 'Restaurants']"
"B2UwY6nbXC-N1YParGE5nw","Subway","33.4664677","-112.1884245","['Fast Food', 'Sandwiches', 'Restaurants']"
"4jxKmU2No9hGWCZuYPjeLQ","Taco Bell","33.46898","-112.22115","['Fast Food', 'Mexican', 'Tex-Mex', 'Restaurants']"
"ILm0LCXrDGs_5aGa83dgfQ","Olive Garden Italian Restaurant","33.4775855","-112.2211945","['Bars', 'Salad', 'Wine Bars', 'Nightlife', 'Italian', 'Restaurants']"
"TFnZEuATbs0jRqr3Z_t6Pg","Long John Silvers","33.4720491862","-112.22126618","['American (New)', 'Restaurants']"
"ycFghD0OZyf9i4mRkD6o6Q","Outback Steakhouse","33.4792119","-112.2211239","['Steakhouses', 'Restaurants']"
"mPMw_JxSRjzPXVdTjWmV6Q","Whataburger","33.4706577","-112.2212155","['Burgers', 'American (Traditional)', 'Fast Food', 'Restaurants']"
"R7SVavAsjzN3wy825PiOEg","Papa John's Pizza","33.4664677","-112.1884245","['Pizza', 'Restaurants']"
"Yb3_NGmF1PED-f_RWw_G_g","McDonald's","33.4768219","-112.220237","['Burgers', 'Fast Food', 'Restaurants']"
"5oe5ciunMsjPKLAj0pl_Lg","Jack in the Box","33.4902326241","-112.255643323","['Fast Food', 'Restaurants']"
"hVDo35_OySCeFWYLFKM7WQ","Palermos Pizza","33.4814258","-112.2541537","['Pizza', 'Sandwiches', 'Salad', 'Restaurants']"
"4hqPdtPCH8rLHTet7k8-RQ","Subway","33.4806655","-112.2532239","['Fast Food', 'Sandwiches', 'Restaurants']"
"AIM_3ESPX13J4G4ZNVOY_g","Sonic Drive-In","33.49419","-112.279646","['American (Traditional)', 'Fast Food', 'Restaurants']"
"_io-CVnCgHyt0vpTCrP13A","Brother's Pizza","33.4947065","-112.2919195","['Italian', 'Pizza', 'Restaurants']"
"sCv1wUWJhFmQEMw3A4lwXQ","Wong's Restaurant","33.4942832","-112.287703","['Chinese', 'Restaurants']"
"mNjLNTOXSckssvYNn-ZFjg","Ramiro's Mexican Food","33.4947065","-112.2919195","['Mexican', 'Restaurants']"
"SPqPt-K6qzTutj_vWOgKGA","Marcia's Long Wong's","33.3777349","-112.0733585","['Chicken Wings', 'Chinese', 'Restaurants']"
"ZD8xAsXsj8FRunJOP4fSrQ","Taco Feliz Mexican Food","33.362881","-112.086059","['Mexican', 'Restaurants']"
"GoWTsb8sGyJ026a3cbw03Q","Vaqueros Carne Asada","33.391964","-112.0973137","['Mexican', 'Restaurants']"
"grKO-AmJulPUuSxQuplYEw","Carl's Jr","33.4606832","-112.1696783","['Fast Food', 'Restaurants']"
"W8Gjzs5mxSU9aA77l-V9fA","Ralph's Snack Bar","33.4511267","-112.1568419","['Food Stands', 'Restaurants', 'Event Planning & Services', 'Caterers']"
"4vjbifZf-JexWlPVwnDAYw","Mother's","33.4370178","-112.1846782","['Restaurants']"
"Qo05fV2xk3_CAd8WdGbz9Q","Samurai Sam's","33.437482","-112.174813","['Japanese', 'Restaurants']"
"K4VHuqUFwc4eeC8LkMLyTA","Waffle House","33.462094","-112.1858875","['Breakfast & Brunch', 'American (Traditional)', 'Restaurants']"
"RQnw-0PLiC0HsstKrpF9Cw","McDonald's","33.4652322","-112.1697371","['Burgers', 'Fast Food', 'Restaurants']"
"nU1xvCBFBVkahDrZSoN2Rw","Denny's","33.4641430505","-112.220098078","['Breakfast & Brunch', 'American (Traditional)', 'Restaurants']"
"JRb-IC8MS-2rAsveFAE9CQ","Domino's Pizza","33.5401667","-112.1338482","['Sandwiches', 'Pizza', 'Chicken Wings', 'Restaurants']"
